Year,ID,Head_Age,Head_Age_,Head_Sex,Head_Education_Level,Head_Activity_Status,Head_Marital_Status,Household_Size,Aid_Income_Share,Labor_Income_Share,Pension_Income_Share,Capital_Income_Share,Imputed_Rent_Share,Other_NonCash_Income_Share,Household_Weight,Net_Expenditure,OECD_Modified,Dependency_Ratio_Age,Dependency_Ratio_Employment,Tenure_Type,Urban_Rural
1401,22309634936,30-40,33,Female,Diploma,Housekeeper,Divorced,1,0.56,0.0,0.0,0.0,0.44,0.0,671.5306192794419,532632000.0,1.0,0.0,1.0,Owner,Rural
1401,22309634938,30-40,32,Male,Diploma,Employed,Married,4,0.18,0.59,0.0,0.0,0.23,0.0,671.5306192794419,1109222000.0,2.1,1.0,3.0,Owner,Rural
1401,22309634941,30-40,32,Male,Diploma,Employed,Married,3,0.04,0.58,0.0,0.0,0.25,0.14,671.5306192794419,980960000.0,1.8,0.5,2.0,Owner,Rural
1401,22310635726,30-40,38,Male,Bachelor,Employed,Married,4,0.18,0.61,0.0,0.0,0.21,0.0,422.46220167903465,1222100000.0,2.1,1.0,3.0,Owner,Rural
1401,22310635730,60-70,67,Male,Under_Diploma,Income_without_Work,Married,2,0.01,0.0,0.67,0.0,0.33,0.0,422.46220167903465,940944000.0,1.5,2.0,2.0,Owner,Rural
1401,22310635732,Above 70,70,Male,Under_Diploma,Income_without_Work,Married,2,0.04,0.0,0.6,0.0,0.35,0.0,422.46220167903465,808332000.0,1.5,1.0,2.0,Owner,Rural
1401,22310635735,20-30,27,Male,Under_Diploma,Employed,Bachelor,4,0.03,0.61,0.0,0.0,0.21,0.14,422.46220167903465,1088662000.0,2.5,0.0,3.0,Owner,Rural
1401,22310635738,30-40,33,Male,Masters_PhD,Employed,Married,3,0.17,0.64,0.0,0.0,0.19,0.0,422.46220167903465,1128064000.0,1.8,0.5,0.5,Owner,Rural
1401,22312636126,50-60,56,Male,Under_Diploma,Employed,Married,2,0.03,0.9,0.0,0.0,0.07,0.0,458.3791191228788,425700000.0,1.5,0.0,1.0,Owner,Rural
1401,22312636129,30-40,33,Male,Under_Diploma,Employed,Married,3,0.03,0.76,0.0,0.0,0.21,0.0,458.3791191228788,967680000.0,1.8,0.5,2.0,Owner,Rural
1401,22312636132,50-60,53,Male,Diploma,Employed,Married,4,0.16,0.59,0.0,0.0,0.25,0.0,458.3791191228788,1358210000.0,2.5,0.0,1.0,Owner,Rural
1401,22312636135,30-40,32,Male,Under_Diploma,Employed,Married,4,0.03,0.6,0.0,0.0,0.23,0.14,458.3791191228788,1208820000.0,2.1,1.0,3.0,Owner,Rural
1401,22312636138,40-50,40,Male,Under_Diploma,Employed,Married,5,0.07,0.72,0.0,0.0,0.21,0.0,458.3791191228788,1362770800.0,2.8,0.25,4.0,Owner,Rural
1401,22312636141,40-50,43,Male,Under_Diploma,Employed,Married,3,0.04,0.77,0.0,0.0,0.2,0.0,458.3791191228788,556419040.0,1.8,0.5,2.0,Owner,Rural
1401,22312636527,60-70,61,Male,Under_Diploma,Employed,Bachelor,2,0.0,0.62,0.0,0.0,0.38,0.0,458.3791191228788,600600000.0,1.5,0.0,1.0,Owner,Rural
1401,22312636528,50-60,52,Male,Illiterate,Unemployed,Married,3,0.47,0.0,0.0,0.0,0.53,0.0,458.3791191228788,576040000.0,2.0,0.0,3.0,Owner,Rural
1401,22312636532,Above 70,70,Female,Illiterate,Income_without_Work,Widowed,1,0.01,0.0,0.44,0.0,0.55,0.0,458.3791191228788,560000000.0,1.0,1.0,1.0,Owner,Rural
1401,22312636535,50-60,59,Male,Under_Diploma,Income_without_Work,Married,2,0.02,0.0,0.61,0.0,0.37,0.0,458.3791191228788,459676000.0,1.5,0.0,2.0,Owner,Rural
1401,22312636538,40-50,49,Male,Under_Diploma,Employed,Married,3,0.08,0.89,0.0,0.0,0.03,0.0,458.3791191228788,607680000.0,2.0,0.0,0.5,Tenant,Rural
1401,22312636541,40-50,47,Male,Under_Diploma,Employed,Married,5,0.14,0.78,0.0,0.0,0.08,0.0,458.3791191228788,468828000.0,2.6,0.67,4.0,Owner,Rural
1401,22313636926,60-70,60,Male,Under_Diploma,Income_without_Work,Married,2,0.03,0.0,0.61,0.0,0.37,0.0,575.7457607447711,1143120000.0,1.5,0.0,2.0,Owner,Rural
1401,22313636930,Above 70,78,Male,Under_Diploma,Income_without_Work,Married,2,0.02,0.0,0.0,0.56,0.42,0.0,575.7457607447711,673200000.0,1.5,1.0,2.0,Owner,Rural
1401,22313636932,60-70,63,Male,Under_Diploma,Employed,Married,2,0.02,0.18,0.47,0.0,0.33,0.0,575.7457607447711,832500000.0,1.5,0.0,1.0,Owner,Rural
1401,22313636935,30-40,36,Male,Under_Diploma,Employed,Married,6,0.0,0.84,0.0,0.0,0.16,0.0,575.7457607447711,743560000.0,2.9,2.0,2.0,Owner,Rural
1401,22313636938,50-60,54,Male,Diploma,Employed,Married,4,0.03,0.38,0.25,0.0,0.34,0.0,575.7457607447711,1049168000.0,2.3,0.33,1.0,Owner,Rural
1401,22313636941,40-50,42,Male,Under_Diploma,Employed,Married,4,0.05,0.68,0.0,0.0,0.27,0.0,575.7457607447711,885612000.0,2.5,0.0,3.0,Owner,Rural
1401,22313637326,60-70,60,Male,Under_Diploma,Income_without_Work,Married,2,0.51,0.0,0.0,0.0,0.49,0.0,575.7457607447711,439900000.0,1.5,0.0,2.0,Owner,Rural
1401,22313637329,50-60,56,Male,Diploma,Employed,Married,4,0.03,0.83,0.0,0.0,0.14,0.0,575.7457607447711,817060000.0,2.5,0.0,0.33,Owner,Rural
1401,22313637333,60-70,60,Male,Illiterate,Employed,Married,5,0.0,0.88,0.0,0.0,0.1,0.01,575.7457607447711,640500000.0,3.0,0.0,4.0,Owner,Rural
1401,22313637335,Above 70,70,Male,Diploma,Employed,Married,2,0.04,0.15,0.62,0.0,0.19,0.0,575.7457607447711,674160000.0,1.5,1.0,1.0,Owner,Rural
1401,22313637338,30-40,38,Male,Illiterate,Employed,Married,5,0.0,0.69,0.0,0.0,0.31,0.0,575.7457607447711,855780000.0,2.6,1.5,4.0,Owner,Rural
1401,22313637341,Above 70,74,Male,Under_Diploma,Employed,Married,2,0.05,0.51,0.0,0.0,0.44,0.0,575.7457607447711,623920000.0,1.5,2.0,1.0,Owner,Rural
1401,22314637825,Above 70,70,Female,Under_Diploma,Income_without_Work,Widowed,1,0.03,0.0,0.59,0.0,0.38,0.0,319.1047501779836,888708000.0,1.0,1.0,1.0,Owner,Rural
1401,22314637828,60-70,63,Female,Under_Diploma,Income_without_Work,Widowed,2,0.03,0.0,0.6,0.0,0.37,0.0,319.1047501779836,949700000.0,1.5,0.0,2.0,Owner,Rural
1401,22314637832,40-50,41,Male,Under_Diploma,Employed,Married,4,0.13,0.58,0.0,0.0,0.29,0.0,319.1047501779836,983354000.0,2.3,0.33,1.0,Owner,Rural
1401,22314637835,30-40,38,Male,Masters_PhD,Employed,Married,5,0.19,0.73,0.0,0.0,0.08,0.0,319.1047501779836,1552420000.0,2.4,1.5,4.0,Tenant,Rural
1401,22314637838,40-50,48,Male,Under_Diploma,Employed,Married,3,0.02,0.58,0.0,0.0,0.27,0.13,319.1047501779836,1302090000.0,1.8,0.5,2.0,,Rural
1401,22314637841,30-40,35,Male,Diploma,Employed,Married,4,0.03,0.34,0.0,0.34,0.29,0.0,319.1047501779836,920172000.0,2.1,1.0,3.0,,Rural
1401,22316635326,50-60,59,Male,Under_Diploma,Employed,Married,2,0.01,0.66,0.0,0.0,0.33,0.0,559.608849399535,1087470000.0,1.5,0.0,1.0,Owner,Rural
1401,22316635329,50-60,53,Female,Under_Diploma,Housekeeper,Widowed,3,0.01,0.7,0.0,0.0,0.29,0.0,559.608849399535,984480000.0,2.0,0.0,0.5,Owner,Rural
1401,22316635332,50-60,56,Female,Under_Diploma,Housekeeper,Widowed,2,0.16,0.79,0.0,0.0,0.05,0.0,559.608849399535,249960000.0,1.5,0.0,1.0,Owner,Rural
1401,22316635336,50-60,55,Male,Illiterate,Employed,Married,4,0.01,0.92,0.0,0.0,0.07,0.0,559.608849399535,949460000.0,2.5,0.0,0.33,Owner,Rural
1401,22316635338,Above 70,85,Male,Illiterate,Other,Married,4,0.01,0.0,0.0,0.83,0.17,0.0,559.608849399535,880480000.0,2.5,1.0,4.0,Owner,Rural
1401,22316635341,30-40,34,Male,Illiterate,Employed,Married,6,0.0,0.94,0.0,0.0,0.06,0.0,559.608849399535,537440000.0,3.1,0.5,2.0,Tenant,Rural
1401,22317638225,30-40,39,Male,Under_Diploma,Employed,Married,3,0.04,0.74,0.0,0.0,0.05,0.17,424.54427544371146,806250000.0,2.0,0.5,2.0,Owner,Rural
1401,22317638229,50-60,51,Male,Under_Diploma,Employed,Married,4,0.04,0.92,0.0,0.0,0.04,0.0,424.54427544371146,313370000.0,2.3,0.33,3.0,Owner,Rural
1401,22317638232,Above 70,80,Female,Diploma,Housekeeper,Widowed,3,0.1,0.0,0.84,0.0,0.07,0.0,424.54427544371146,280980000.0,1.8,2.0,3.0,Owner,Rural
1401,22317638235,40-50,45,Male,Illiterate,Employed,Married,1,0.0,0.67,0.0,0.0,0.0,0.33,424.54427544371146,384960000.0,1.0,0.0,0.0,Other,Rural
1401,22317638238,Above 70,71,Male,Diploma,Income_without_Work,Married,3,0.02,0.46,0.36,0.0,0.04,0.12,424.54427544371146,975610000.0,2.0,0.5,2.0,Owner,Rural
1401,22317638241,20-30,26,Male,Illiterate,Employed,Married,6,0.0,0.62,0.0,0.0,0.0,0.38,424.54427544371146,679560000.0,2.7,2.0,5.0,Other,Rural
1401,22317638626,20-30,25,Male,Illiterate,Employed,Married,4,0.0,0.95,0.0,0.0,0.05,0.0,424.54427544371146,400360000.0,2.1,1.0,3.0,Tenant,Rural
1401,22317638629,30-40,30,Male,Under_Diploma,Employed,Married,4,0.03,0.64,0.0,0.0,0.18,0.15,424.54427544371146,1137550000.0,2.1,1.0,3.0,Owner,Rural
1401,22317638631,50-60,54,Female,Illiterate,Housekeeper,Widowed,2,0.02,0.51,0.0,0.0,0.36,0.11,424.54427544371146,869590000.0,1.5,0.0,1.0,Owner,Rural
1401,22317638634,40-50,45,Male,Illiterate,Employed,Married,6,0.0,0.67,0.0,0.0,0.33,0.0,424.54427544371146,764380000.0,3.3,0.2,5.0,Owner,Rural
1401,22317638638,30-40,37,Male,Under_Diploma,Employed,Married,5,0.05,0.59,0.0,0.07,0.29,0.0,424.54427544371146,797980000.0,2.6,0.67,4.0,Owner,Rural
1401,22317638641,Above 70,72,Female,Illiterate,Income_without_Work,Widowed,2,0.19,0.0,0.0,0.0,0.81,0.0,424.54427544371146,490800000.0,1.5,1.0,2.0,Owner,Rural
1401,22319639027,40-50,43,Female,Under_Diploma,Income_without_Work,Widowed,4,0.02,0.52,0.31,0.0,0.15,0.0,349.9679289627798,991800000.0,2.3,0.33,1.0,Owner,Rural
1401,22319639029,30-40,30,Male,Under_Diploma,Employed,Married,4,0.06,0.77,0.0,0.0,0.17,0.0,349.9679289627798,720718000.0,2.1,1.0,3.0,Owner,Rural
1401,22319639032,40-50,43,Female,Illiterate,Housekeeper,Divorced,2,0.09,0.82,0.0,0.0,0.09,0.0,349.9679289627798,550774000.0,1.5,0.0,1.0,Tenant,Rural
1401,22319639036,30-40,34,Male,Under_Diploma,Employed,Married,7,0.0,0.79,0.0,0.0,0.21,0.0,349.9679289627798,708978000.0,3.0,2.5,2.5,Owner,Rural
1401,22319639038,20-30,28,Male,Under_Diploma,Employed,Married,4,0.0,0.69,0.0,0.0,0.31,0.0,349.9679289627798,549920000.0,2.1,1.0,3.0,Owner,Rural
1401,22319639041,Above 70,78,Female,Illiterate,Housekeeper,Widowed,1,0.4,0.0,0.0,0.0,0.6,0.0,349.9679289627798,202710000.0,1.0,1.0,1.0,Owner,Rural
1401,22321639426,40-50,41,Male,Under_Diploma,Employed,Married,4,0.03,0.66,0.0,0.0,0.16,0.15,346.79398017500824,910340000.0,2.1,1.0,3.0,Owner,Rural
1401,22321639430,50-60,54,Male,Illiterate,Employed,Married,5,0.0,0.7,0.0,0.0,0.3,0.0,346.79398017500824,637345000.0,2.8,0.25,4.0,Owner,Rural
1401,22321639432,Above 70,73,Male,Illiterate,Other,Married,4,0.0,0.93,0.0,0.0,0.07,0.0,346.79398017500824,490880000.0,2.5,0.33,3.0,Tenant,Rural
1401,22321639435,40-50,49,Male,Bachelor,Employed,Married,3,0.18,0.7,0.0,0.0,0.12,0.0,346.79398017500824,753415000.0,2.0,0.5,2.0,Owner,Rural
1401,22321639438,30-40,34,Male,Diploma,Employed,Married,6,0.06,0.68,0.0,0.0,0.12,0.15,346.79398017500824,823460000.0,2.7,2.0,5.0,Tenant,Rural
1401,22321639441,30-40,30,Male,Diploma,Employed,Married,3,0.03,0.71,0.0,0.0,0.11,0.16,346.79398017500824,651500000.0,1.8,0.5,2.0,Owner,Rural
1401,22301631326,60-70,65,Male,Illiterate,Income_without_Work,Married,2,0.0,0.3,0.4,0.0,0.3,0.0,336.06988048299195,841792000.0,1.5,1.0,1.0,Owner,Rural
1401,22301631329,30-40,32,Male,Diploma,Employed,Married,4,0.47,0.53,0.0,0.0,0.0,0.0,336.06988048299195,868320000.0,2.1,1.0,3.0,Other,Rural
1401,22301631332,Above 70,70,Male,Under_Diploma,Income_without_Work,Married,3,0.02,0.26,0.0,0.53,0.18,0.0,336.06988048299195,858924000.0,2.0,2.0,2.0,Owner,Rural
1401,22301631334,50-60,51,Male,Under_Diploma,Employed,Married,4,0.07,0.44,0.0,0.0,0.49,0.0,336.06988048299195,884500000.0,2.3,1.0,3.0,Owner,Rural
1401,22301631338,Above 70,78,Female,Illiterate,Housekeeper,Widowed,1,0.44,0.0,0.0,0.0,0.56,0.0,336.06988048299195,706100000.0,1.0,1.0,1.0,Owner,Rural
1401,22301631341,40-50,45,Male,Under_Diploma,Employed,Married,5,0.05,0.23,0.0,0.38,0.34,0.0,336.06988048299195,1393412000.0,2.6,0.67,4.0,Owner,Rural
1401,22301631727,60-70,66,Male,Illiterate,Housekeeper,Widowed,2,0.76,0.0,0.0,0.0,0.24,0.0,336.06988048299195,168000000.0,1.5,1.0,2.0,Owner,Rural
1401,22301631728,50-60,50,Male,Under_Diploma,Employed,Married,3,0.06,0.87,0.0,0.0,0.07,0.0,336.06988048299195,529864000.0,1.8,0.5,2.0,Owner,Rural
1401,22301631732,20-30,28,Male,Under_Diploma,Employed,Married,3,0.0,0.67,0.0,0.0,0.33,0.0,336.06988048299195,811460000.0,1.8,0.5,2.0,Owner,Rural
1401,22301631734,20-30,27,Male,Diploma,Employed,Married,5,0.0,0.77,0.0,0.0,0.23,0.0,336.06988048299195,794640000.0,2.8,0.25,1.5,Owner,Rural
1401,22301631738,40-50,46,Male,Diploma,Income_without_Work,Married,2,0.03,0.0,0.86,0.0,0.11,0.0,336.06988048299195,726630000.0,1.5,0.0,2.0,Tenant,Rural
1401,22301631741,20-30,27,Male,Under_Diploma,Employed,Married,4,0.06,0.7,0.0,0.0,0.24,0.0,336.06988048299195,940784000.0,2.1,1.0,3.0,Owner,Rural
1401,22302632226,60-70,64,Male,Under_Diploma,Employed,Married,3,0.0,0.66,0.0,0.0,0.34,0.0,400.5373756420236,2737980000.0,2.0,0.0,2.0,Owner,Rural
1401,22302632229,50-60,54,Male,Under_Diploma,Employed,Married,5,0.04,0.74,0.0,0.0,0.22,0.0,400.5373756420236,4979760000.0,3.0,0.25,0.67,Owner,Rural
1401,22302632232,50-60,55,Male,Under_Diploma,Employed,Married,3,0.04,0.9,0.0,0.0,0.05,0.0,400.5373756420236,689957120.0,2.0,0.0,0.5,Tenant,Rural
1401,22302632235,30-40,38,Male,Under_Diploma,Employed,Married,2,0.0,0.5,0.0,0.0,0.5,0.0,400.5373756420236,1100540000.0,1.5,0.0,1.0,Owner,Rural
1401,22302632238,50-60,59,Male,Under_Diploma,Employed,Married,4,0.0,0.71,0.0,0.0,0.29,0.0,400.5373756420236,1042280000.0,2.5,0.0,1.0,Owner,Rural
1401,22302632241,50-60,57,Male,Diploma,Employed,Married,2,0.0,0.56,0.0,0.0,0.44,0.0,400.5373756420236,6364556000.0,1.5,0.0,1.0,Owner,Rural
1401,22303632626,40-50,42,Male,Under_Diploma,Employed,Married,4,0.07,0.49,0.0,0.0,0.33,0.11,736.1263547935351,1793543600.0,2.3,1.0,3.0,Owner,Rural
1401,22303632629,20-30,26,Male,Under_Diploma,Employed,Married,3,0.0,0.96,0.0,0.0,0.04,0.0,736.1263547935351,617524800.0,1.8,0.5,2.0,Tenant,Rural
1401,22303632633,40-50,48,Female,Under_Diploma,Income_without_Work,Widowed,3,0.29,0.45,0.26,0.0,0.0,0.0,736.1263547935351,5590320400.0,2.0,0.0,0.5,Other,Rural
1401,22303632635,50-60,55,Male,Under_Diploma,Income_without_Work,Married,2,0.03,0.0,0.48,0.0,0.49,0.0,736.1263547935351,1175239600.0,1.5,0.0,2.0,Owner,Rural
1401,22303632638,50-60,51,Male,Under_Diploma,Employed,Widowed,5,0.0,0.71,0.0,0.0,0.29,0.0,736.1263547935351,1312965200.0,2.8,0.67,4.0,Owner,Rural
1401,22303632641,Above 70,72,Male,Illiterate,Income_without_Work,Married,2,0.03,0.0,0.44,0.0,0.53,0.0,736.1263547935351,1399630400.0,1.5,1.0,2.0,Owner,Rural
1401,22303633026,Above 70,75,Male,Under_Diploma,Income_without_Work,Married,2,0.03,0.0,0.53,0.0,0.44,0.0,736.1263547935351,938669600.0,1.5,2.0,2.0,Owner,Rural
1401,22303633028,40-50,45,Male,Illiterate,Employed,Married,4,0.0,0.74,0.0,0.0,0.26,0.0,736.1263547935351,1207251400.0,2.5,0.0,3.0,Owner,Rural
1401,22303633032,Above 70,86,Male,Illiterate,Income_without_Work,Married,1,0.72,0.0,0.0,0.28,0.0,0.0,736.1263547935351,586520000.0,1.0,1.0,1.0,Other,Rural
1401,22303633034,30-40,33,Male,Under_Diploma,Employed,Married,3,0.0,0.77,0.0,0.0,0.23,0.0,736.1263547935351,855221600.0,1.8,0.5,2.0,Tenant,Rural
1401,22303633038,50-60,58,Male,Under_Diploma,Employed,Married,2,0.0,0.75,0.0,0.0,0.25,0.0,736.1263547935351,883868000.0,1.5,0.0,1.0,Owner,Rural
1401,22303633041,50-60,54,Male,Under_Diploma,Income_without_Work,Married,4,0.06,0.0,0.52,0.0,0.42,0.0,736.1263547935351,4028304000.0,2.5,0.0,4.0,Owner,Rural
1401,22303633426,40-50,41,Male,Diploma,Employed,Married,4,0.05,0.56,0.0,0.0,0.39,0.0,736.1263547935351,2016642400.0,2.1,1.0,3.0,Owner,Rural
1401,22303633430,30-40,39,Male,Under_Diploma,Employed,Married,6,0.01,0.79,0.0,0.0,0.2,0.0,736.1263547935351,1752108000.0,3.1,0.5,5.0,Owner,Rural
1401,22303633432,40-50,49,Male,Diploma,Employed,Married,5,0.03,0.61,0.0,0.0,0.27,0.1,736.1263547935351,2395356400.0,2.6,0.67,1.5,Owner,Rural
1401,22303633434,30-40,36,Male,Diploma,Employed,Married,5,0.05,0.53,0.07,0.08,0.27,0.0,736.1263547935351,1413059600.0,2.6,1.5,4.0,Owner,Rural
1401,22303633438,40-50,42,Male,Under_Diploma,Employed,Married,4,0.03,0.68,0.0,0.0,0.28,0.0,736.1263547935351,2144096400.0,2.3,0.33,3.0,Owner,Rural
1401,22303633441,40-50,43,Male,Under_Diploma,Employed,Married,4,0.14,0.54,0.0,0.0,0.32,0.0,736.1263547935351,2533276000.0,2.3,0.33,3.0,Owner,Rural
