Year,ID,Head_Age,Head_Age_,Head_Sex,Head_Education_Level,Head_Activity_Status,Head_Marital_Status,Household_Size,Aid_Income_Share,Labor_Income_Share,Pension_Income_Share,Capital_Income_Share,Imputed_Rent_Share,Other_NonCash_Income_Share,Household_Weight,Net_Expenditure,OECD_Modified,Dependency_Ratio_Age,Dependency_Ratio_Employment,Tenure_Type,Urban_Rural
1399,22303632529,50-60,57,Male,Under_Diploma,Employed,Married,1,0.0,1.0,0.0,0.0,0.0,0.0,747.2701947525132,121084000.0,1.0,0.0,0.0,Tenant,Rural
1399,22303632524,Above 70,72,Female,Illiterate,Employed,Widowed,1,0.07,0.56,0.0,0.0,0.37,0.0,747.2701947525132,108970000.0,1.0,1.0,0.0,Owner,Rural
1399,22303632521,40-50,41,Male,Under_Diploma,Employed,Married,5,0.15,0.64,0.0,0.0,0.21,0.0,747.2701947525132,284783900.0,2.8,0.67,4.0,Owner,Rural
1399,22303632526,40-50,40,Male,Under_Diploma,Income_without_Work,Married,3,0.1,0.0,0.62,0.0,0.29,0.0,747.2701947525132,240004500.0,1.8,0.5,3.0,Owner,Rural
1399,22301631629,40-50,47,Male,Under_Diploma,Employed,Married,4,0.08,0.67,0.0,0.0,0.25,0.0,341.15747032235555,322914000.0,2.3,0.33,3.0,Owner,Rural
1399,22301631620,30-40,33,Male,Under_Diploma,Employed,Married,3,0.03,0.65,0.0,0.0,0.28,0.04,341.15747032235555,411662000.0,1.8,0.5,2.0,Owner,Rural
1399,22301631617,40-50,40,Male,Under_Diploma,Employed,Married,5,0.08,0.77,0.0,0.0,0.15,0.0,341.15747032235555,362980000.0,2.8,0.67,4.0,Owner,Rural
1399,22301631623,30-40,37,Male,Under_Diploma,Employed,Married,3,0.08,0.81,0.0,0.0,0.12,0.0,341.15747032235555,430398000.0,1.8,0.5,2.0,Tenant,Rural
1399,22301631626,30-40,30,Male,Under_Diploma,Employed,Married,4,0.04,0.84,0.0,0.0,0.12,0.0,341.15747032235555,540964000.0,2.1,3.0,3.0,Owner,Rural
1399,22301631613,40-50,42,Male,Diploma,Employed,Married,4,0.08,0.75,0.0,0.0,0.17,0.0,341.15747032235555,595310000.0,2.5,0.0,1.0,Owner,Rural
1399,22317638626,50-60,53,Male,Under_Diploma,Employed,Married,2,0.06,0.64,0.0,0.0,0.31,0.0,430.9712338459439,251334000.0,1.5,0.0,1.0,Owner,Rural
1399,22317638226,Above 70,84,Male,Illiterate,Other,Widowed,1,0.34,0.0,0.0,0.0,0.66,0.0,430.9712338459439,161480000.0,1.0,1.0,1.0,Owner,Rural
1399,22309634529,30-40,36,Male,Bachelor,Employed,Married,3,0.37,0.63,0.0,0.0,0.0,0.0,504.9604277585789,367940000.0,1.8,0.5,2.0,Other,Rural
1399,22312636519,40-50,46,Male,Under_Diploma,Employed,Widowed,2,0.03,0.68,0.0,0.0,0.29,0.0,398.8442450560904,207268400.0,1.5,0.0,1.0,Owner,Rural
1399,22312636529,40-50,43,Male,Illiterate,Employed,Married,4,0.1,0.56,0.0,0.0,0.34,0.0,398.8442450560904,273803600.0,2.1,1.0,3.0,Owner,Rural
1399,22312636526,50-60,59,Male,Under_Diploma,Employed,Bachelor,2,0.0,0.53,0.0,0.0,0.47,0.0,398.8442450560904,197406800.0,1.5,0.0,1.0,Owner,Rural
1399,22312636514,60-70,62,Male,Under_Diploma,Income_without_Work,Married,4,0.09,0.0,0.57,0.0,0.34,0.0,398.8442450560904,493626000.0,2.5,0.33,4.0,Owner,Rural
1399,22310635726,30-40,34,Male,Bachelor,Employed,Married,3,0.06,0.58,0.0,0.0,0.23,0.13,357.3813671938741,460610000.0,1.8,0.5,2.0,Owner,Rural
1399,22310635717,40-50,46,Male,Under_Diploma,Employed,Married,5,0.08,0.55,0.0,0.0,0.24,0.13,357.3813671938741,606596000.0,2.8,0.67,4.0,Owner,Rural
1399,22310635723,50-60,50,Male,Under_Diploma,Employed,Married,3,0.06,0.67,0.0,0.0,0.27,0.0,357.3813671938741,436582000.0,1.8,0.5,2.0,Owner,Rural
1399,22313637323,50-60,57,Male,Under_Diploma,Income_without_Work,Married,3,0.05,0.29,0.32,0.0,0.35,0.0,438.3462607588101,644962380.0,2.0,0.0,2.0,Owner,Rural
1399,22313637315,60-70,67,Male,Illiterate,Income_without_Work,Married,2,0.47,0.0,0.53,0.0,0.0,0.0,438.3462607588101,473624000.0,1.5,1.0,2.0,Other,Rural
1399,22313637320,40-50,45,Male,Under_Diploma,Employed,Married,6,0.0,0.76,0.0,0.0,0.24,0.0,438.3462607588101,343044000.0,3.1,0.5,1.0,Owner,Rural
1399,22313637314,50-60,51,Male,Diploma,Employed,Married,6,0.0,0.58,0.0,0.08,0.35,0.0,438.3462607588101,1470468800.0,3.3,0.2,5.0,Owner,Rural
1399,22313637326,50-60,57,Male,Under_Diploma,Other,Married,3,0.0,0.61,0.0,0.0,0.39,0.0,438.3462607588101,345680800.0,2.0,0.0,0.5,Owner,Rural
1399,22313637329,60-70,62,Male,Illiterate,Employed,Married,3,0.07,0.57,0.0,0.0,0.36,0.0,438.3462607588101,669421600.0,2.0,0.0,2.0,Owner,Rural
1399,22309634921,30-40,38,Male,Under_Diploma,Employed,Married,4,0.08,0.62,0.0,0.0,0.15,0.14,504.9604277585789,358472000.0,2.3,1.0,3.0,Owner,Rural
1399,22313636918,60-70,60,Female,Under_Diploma,Income_without_Work,Widowed,2,0.05,0.0,0.59,0.0,0.36,0.0,526.015512910572,487060000.0,1.5,0.0,2.0,Owner,Rural
1399,22313636926,60-70,67,Male,Illiterate,Employed,Married,2,0.0,0.47,0.0,0.0,0.53,0.0,526.015512910572,312996000.0,1.5,1.0,1.0,Owner,Rural
1399,22313636923,40-50,41,Male,Illiterate,Employed,Married,6,0.0,0.91,0.0,0.0,0.09,0.0,526.015512910572,275116000.0,3.3,0.2,1.0,Owner,Rural
1399,22313636929,30-40,36,Male,Diploma,Employed,Married,3,0.04,0.69,0.0,0.0,0.27,0.0,526.015512910572,320044000.0,1.8,0.5,2.0,Owner,Rural
1399,22306634114,30-40,30,Male,Under_Diploma,Employed,Married,3,0.07,0.67,0.0,0.0,0.26,0.0,455.1478390134169,234350000.0,1.8,0.5,2.0,Owner,Rural
1399,22306634117,50-60,58,Male,Under_Diploma,Income_without_Work,Married,2,0.04,0.0,0.68,0.0,0.27,0.0,455.1478390134169,273086000.0,1.5,0.0,2.0,Owner,Rural
1399,22306634120,30-40,36,Male,Diploma,Employed,Married,3,0.04,0.64,0.0,0.0,0.18,0.14,455.1478390134169,381990000.0,1.8,0.5,2.0,Owner,Rural
1399,22306634129,40-50,48,Male,Under_Diploma,Employed,Married,4,0.0,0.68,0.0,0.0,0.32,0.0,455.1478390134169,262608000.0,2.3,0.33,3.0,Owner,Rural
1399,22319639013,60-70,63,Male,Under_Diploma,Income_without_Work,Married,3,0.02,0.43,0.34,0.0,0.21,0.0,355.2659142417203,413480000.0,2.0,0.0,2.0,Owner,Rural
1399,22319639016,40-50,47,Male,Under_Diploma,Employed,Married,5,0.04,0.68,0.0,0.0,0.27,0.0,355.2659142417203,572046000.0,2.6,0.67,4.0,Owner,Rural
1399,22319639020,60-70,67,Female,Illiterate,Income_without_Work,Widowed,1,0.25,0.0,0.0,0.0,0.75,0.0,355.2659142417203,230108380.0,1.0,1.0,1.0,Owner,Rural
1399,22309634514,30-40,32,Male,Masters_PhD,Employed,Married,3,0.36,0.64,0.0,0.0,0.0,0.0,504.9604277585789,340108000.0,1.8,0.5,2.0,Other,Rural
1399,22309634526,40-50,41,Male,Diploma,Employed,Married,4,0.31,0.69,0.0,0.0,0.0,0.0,504.9604277585789,476680000.0,2.1,1.0,3.0,Other,Rural
1399,22302632026,Above 70,72,Male,Bachelor,Income_without_Work,Married,4,0.0,0.37,0.52,0.0,0.11,0.0,406.6009058806546,410426000.0,2.3,3.0,3.0,Owner,Rural
1399,22302632029,50-60,54,Male,Illiterate,Employed,Married,2,0.0,0.79,0.0,0.0,0.0,0.21,406.6009058806546,202162000.0,1.5,0.0,1.0,Other,Rural
1399,22303633329,30-40,34,Male,Under_Diploma,Employed,Married,3,0.04,0.71,0.0,0.0,0.21,0.04,747.2701947525132,955276400.0,1.8,0.5,2.0,Owner,Rural
1399,22303633326,20-30,26,Male,Bachelor,Employed,Married,3,0.01,0.62,0.0,0.0,0.35,0.01,747.2701947525132,448348000.0,1.8,0.5,2.0,Owner,Rural
1399,22303633323,50-60,57,Male,Under_Diploma,Employed,Married,4,0.08,0.61,0.0,0.0,0.22,0.09,747.2701947525132,771687200.0,2.5,0.0,1.0,Owner,Rural
1399,22303633314,50-60,57,Male,Under_Diploma,Employed,Married,2,0.12,0.54,0.0,0.0,0.34,0.0,747.2701947525132,1073248800.0,1.5,0.0,1.0,Owner,Rural
1399,22303633320,40-50,43,Male,Under_Diploma,Employed,Married,6,0.0,0.7,0.0,0.0,0.3,0.0,747.2701947525132,375710000.0,3.1,1.0,5.0,Owner,Rural
1399,22302632014,20-30,20,Male,Illiterate,Employed,Bachelor,2,0.0,0.93,0.0,0.0,0.0,0.07,406.6009058806546,126046000.0,1.5,0.0,0.0,Other,Rural
1399,22303633318,60-70,63,Female,Illiterate,Income_without_Work,Widowed,2,0.36,0.64,0.0,0.0,0.0,0.0,747.2701947525132,493314000.0,1.5,0.0,1.0,Other,Rural
1399,22302632015,50-60,59,Male,Diploma,Employed,Married,2,0.01,0.29,0.53,0.0,0.16,0.0,406.6009058806546,360952000.0,1.5,0.0,1.0,Owner,Rural
1399,22302632019,20-30,29,Male,Under_Diploma,Employed,Married,5,0.02,0.83,0.0,0.0,0.15,0.0,406.6009058806546,301127000.0,2.4,1.5,4.0,Owner,Rural
1399,22302632023,60-70,62,Male,Diploma,Employed,Married,4,0.02,0.83,0.0,0.0,0.15,0.0,406.6009058806546,319528000.0,2.5,0.0,1.0,Owner,Rural
1399,22317638624,30-40,38,Male,Diploma,Employed,Married,4,0.08,0.64,0.0,0.0,0.28,0.0,430.9712338459439,377140000.0,2.1,1.0,3.0,Owner,Rural
1399,22317638618,60-70,69,Male,Illiterate,Housekeeper,Widowed,2,0.04,0.65,0.0,0.0,0.31,0.0,430.9712338459439,293510000.0,1.5,1.0,1.0,Owner,Rural
1399,22317638620,40-50,47,Male,Under_Diploma,Employed,Married,5,0.05,0.69,0.0,0.0,0.18,0.08,430.9712338459439,517154000.0,2.8,0.25,0.67,Owner,Rural
1399,22321639429,40-50,47,Male,Under_Diploma,Employed,Married,3,0.05,0.63,0.0,0.0,0.18,0.14,352.0439166684398,358610000.0,2.0,0.0,2.0,Owner,Rural
1399,22321639426,50-60,58,Male,Under_Diploma,Income_without_Work,Married,3,0.11,0.0,0.69,0.0,0.2,0.0,352.0439166684398,297782000.0,2.0,0.0,3.0,Owner,Rural
1399,22321639423,Above 70,72,Female,Illiterate,Income_without_Work,Widowed,1,0.03,0.0,0.71,0.0,0.26,0.0,352.0439166684398,166470000.0,1.0,1.0,1.0,Owner,Rural
1399,22321639420,30-40,38,Male,Under_Diploma,Employed,Married,4,0.07,0.66,0.0,0.0,0.13,0.14,352.0439166684398,322356000.0,2.1,1.0,3.0,Owner,Rural
1399,22314637815,Above 70,78,Female,Illiterate,Income_without_Work,Widowed,1,0.04,0.0,0.65,0.0,0.31,0.0,388.7226163157849,315820000.0,1.0,1.0,1.0,Owner,Rural
1399,22314637823,Above 70,86,Male,Illiterate,Income_without_Work,Widowed,3,0.06,0.0,0.63,0.0,0.3,0.0,388.7226163157849,463888000.0,2.0,0.5,3.0,Owner,Rural
1399,22314637826,Above 70,72,Female,Under_Diploma,Income_without_Work,Widowed,1,0.04,0.0,0.71,0.0,0.25,0.0,388.7226163157849,277596000.0,1.0,1.0,1.0,Owner,Rural
1399,22314637817,40-50,48,Female,Under_Diploma,Income_without_Work,Bachelor,1,0.35,0.0,0.65,0.0,0.0,0.0,388.7226163157849,295106000.0,1.0,0.0,1.0,Other,Rural
1399,22321639414,40-50,43,Male,Under_Diploma,Employed,Married,4,0.17,0.64,0.0,0.0,0.19,0.0,352.0439166684398,284682000.0,2.3,1.0,3.0,Owner,Rural
1399,22321639417,30-40,38,Male,Under_Diploma,Employed,Married,4,0.03,0.73,0.0,0.0,0.24,0.0,352.0439166684398,248834684.0,2.1,1.0,3.0,Owner,Rural
1399,22314637819,60-70,67,Male,Under_Diploma,Employed,Married,2,0.07,0.22,0.46,0.0,0.26,0.0,388.7226163157849,601536000.0,1.5,2.0,1.0,Owner,Rural
1399,22317638229,40-50,49,Male,Under_Diploma,Employed,Married,4,0.08,0.63,0.0,0.0,0.29,0.0,430.9712338459439,251120000.0,2.3,0.33,3.0,Owner,Rural
1399,22317638223,30-40,37,Male,Diploma,Employed,Married,4,0.06,0.56,0.0,0.0,0.26,0.13,430.9712338459439,436396000.0,2.1,1.0,3.0,Owner,Rural
1399,22317638217,Above 70,72,Female,Illiterate,Housekeeper,Widowed,2,0.03,0.36,0.43,0.0,0.18,0.0,430.9712338459439,200060000.0,1.5,1.0,1.0,Owner,Rural
1399,22317638221,40-50,42,Male,Under_Diploma,Employed,Married,3,0.05,0.6,0.0,0.0,0.36,0.0,430.9712338459439,409186000.0,1.8,0.5,2.0,Owner,Rural
1399,22317638213,50-60,55,Female,Under_Diploma,Housekeeper,Married,3,0.05,0.59,0.0,0.0,0.36,0.0,430.9712338459439,284180000.0,2.0,0.5,2.0,Owner,Rural
1399,22306633726,40-50,42,Male,Illiterate,Employed,Married,5,0.0,0.78,0.0,0.0,0.22,0.0,455.1478390134169,230283000.0,2.4,1.5,4.0,Owner,Rural
1399,22306633720,20-30,29,Male,Under_Diploma,Employed,Married,4,0.0,0.77,0.0,0.0,0.23,0.0,455.1478390134169,282918000.0,2.1,1.0,3.0,Owner,Rural
1399,22306633723,30-40,39,Male,Bachelor,Employed,Married,4,0.18,0.63,0.0,0.0,0.19,0.0,455.1478390134169,454280000.0,2.3,1.0,3.0,Owner,Rural
1399,22306633729,Above 70,70,Male,Under_Diploma,Other,Married,3,0.16,0.67,0.0,0.0,0.17,0.0,455.1478390134169,526054000.0,2.0,2.0,0.5,Owner,Rural
1399,22306633715,Above 70,75,Male,Under_Diploma,Employed,Married,3,0.05,0.26,0.43,0.0,0.27,0.0,455.1478390134169,305184000.0,2.0,0.5,0.5,Owner,Rural
1399,22306633716,50-60,54,Male,Under_Diploma,Employed,Married,2,0.08,0.68,0.0,0.0,0.24,0.0,455.1478390134169,236496000.0,1.5,0.0,1.0,Owner,Rural
1399,22310635715,40-50,43,Male,Under_Diploma,Employed,Married,4,0.06,0.57,0.0,0.0,0.23,0.13,357.3813671938741,781772000.0,2.3,1.0,3.0,Owner,Rural
1399,22310635729,30-40,32,Male,Under_Diploma,Employed,Married,4,0.05,0.61,0.0,0.0,0.21,0.14,357.3813671938741,716490000.0,2.1,1.0,3.0,Owner,Rural
1399,22310635720,Above 70,70,Female,Illiterate,Income_without_Work,Widowed,6,0.1,0.55,0.0,0.0,0.22,0.13,357.3813671938741,571280000.0,3.1,1.0,5.0,Owner,Rural
1399,22316635313,40-50,48,Male,Under_Diploma,Employed,Married,2,0.02,0.7,0.0,0.0,0.28,0.0,504.9604277585789,444192000.0,1.5,0.0,1.0,Owner,Rural
1399,22316635326,50-60,58,Male,Under_Diploma,Employed,Married,2,0.08,0.67,0.0,0.0,0.25,0.0,504.9604277585789,463148000.0,1.5,0.0,1.0,Owner,Rural
1399,22316635317,50-60,57,Male,Under_Diploma,Income_without_Work,Married,5,0.02,0.0,0.0,0.85,0.12,0.0,504.9604277585789,473684000.0,3.0,0.25,5.0,Owner,Rural
1399,22316635323,30-40,39,Male,Illiterate,Employed,Married,6,0.0,0.81,0.0,0.0,0.0,0.19,504.9604277585789,392800000.0,3.3,0.2,1.0,Other,Rural
1399,22316635329,50-60,51,Male,Under_Diploma,Housekeeper,Divorced,2,0.03,0.76,0.0,0.0,0.21,0.0,504.9604277585789,281650000.0,1.5,0.0,1.0,Owner,Rural
1399,22316635320,20-30,23,Male,Diploma,Employed,Married,2,0.0,0.68,0.0,0.0,0.32,0.0,504.9604277585789,266340000.0,1.5,0.0,1.0,Owner,Rural
1399,22312636117,60-70,60,Female,Illiterate,Housekeeper,Widowed,1,0.26,0.0,0.0,0.0,0.74,0.0,398.8442450560904,87852000.0,1.0,0.0,1.0,Owner,Rural
1399,22312636120,Above 70,70,Female,Illiterate,Housekeeper,Widowed,1,0.35,0.0,0.0,0.0,0.65,0.0,398.8442450560904,189820000.0,1.0,1.0,1.0,Owner,Rural
1399,22312636129,20-30,27,Male,Bachelor,Employed,Married,2,0.03,0.85,0.0,0.0,0.12,0.0,398.8442450560904,770480000.0,1.5,0.0,1.0,Owner,Rural
1399,22312636113,40-50,48,Male,Under_Diploma,Income_without_Work,Married,4,0.05,0.46,0.41,0.0,0.08,0.0,398.8442450560904,341168000.0,2.5,0.0,1.0,Owner,Rural
1399,22312636123,Above 70,72,Female,Illiterate,Income_without_Work,Widowed,3,0.21,0.0,0.0,0.36,0.43,0.0,398.8442450560904,244320000.0,2.0,0.5,3.0,Owner,Rural
1399,22312636126,50-60,53,Male,Under_Diploma,Employed,Married,3,0.08,0.75,0.0,0.0,0.17,0.0,398.8442450560904,336880000.0,2.0,0.0,0.5,Owner,Rural
1399,22319639023,50-60,58,Male,Under_Diploma,Employed,Married,4,0.12,0.57,0.0,0.0,0.31,0.0,355.2659142417203,582670000.0,2.5,0.0,1.0,Owner,Rural
1399,22319639026,30-40,37,Male,Diploma,Employed,Married,2,0.03,0.69,0.0,0.0,0.12,0.16,355.2659142417203,540254000.0,1.5,0.0,1.0,Owner,Rural
1399,22319639029,30-40,32,Female,Diploma,Employed,Divorced,2,0.0,0.71,0.0,0.0,0.29,0.0,355.2659142417203,233200000.0,1.3,1.0,1.0,Owner,Rural
1399,22309634520,30-40,36,Male,Diploma,Employed,Married,4,0.38,0.62,0.0,0.0,0.0,0.0,504.9604277585789,719580000.0,2.1,1.0,3.0,Other,Rural
1399,22309634517,30-40,31,Male,Diploma,Employed,Married,4,0.16,0.69,0.0,0.0,0.0,0.15,504.9604277585789,520760000.0,2.1,1.0,3.0,Other,Rural
1399,22309634523,30-40,34,Male,Bachelor,Employed,Married,4,0.3,0.7,0.0,0.0,0.0,0.0,504.9604277585789,2092972000.0,2.1,1.0,3.0,Other,Rural
1399,22312636517,20-30,26,Male,Under_Diploma,Employed,Married,2,0.05,0.73,0.0,0.0,0.22,0.0,398.8442450560904,353031000.0,1.5,0.0,1.0,Owner,Rural
1399,22317638629,30-40,38,Male,Illiterate,Employed,Married,4,0.0,0.81,0.0,0.0,0.19,0.0,430.9712338459439,238620000.0,2.1,1.0,3.0,Owner,Rural
1399,22309634926,20-30,28,Male,Bachelor,Employed,Married,2,0.01,0.92,0.0,0.0,0.07,0.0,504.9604277585789,305240000.0,1.5,0.0,1.0,Owner,Rural
1399,22309634923,50-60,55,Female,Under_Diploma,Housekeeper,Divorced,1,0.39,0.0,0.0,0.0,0.61,0.0,504.9604277585789,165760000.0,1.0,0.0,1.0,Owner,Rural
1399,22306634122,60-70,68,Female,Under_Diploma,Income_without_Work,Widowed,1,0.03,0.0,0.66,0.0,0.31,0.0,455.1478390134169,180612000.0,1.0,1.0,1.0,Owner,Rural
1399,22306634126,30-40,32,Male,Diploma,Employed,Married,2,0.03,0.69,0.0,0.0,0.28,0.0,455.1478390134169,233966000.0,1.5,0.0,1.0,Owner,Rural
1399,22309634914,50-60,58,Male,Under_Diploma,Unemployed,Married,3,1.0,0.0,0.0,0.0,0.0,0.0,504.9604277585789,185080000.0,2.0,0.0,3.0,Tenant,Rural
1399,22309634916,30-40,38,Female,Under_Diploma,Employed,Widowed,3,0.13,0.62,0.0,0.0,0.25,0.0,504.9604277585789,193956000.0,1.8,0.5,2.0,Owner,Rural
1399,22309634929,50-60,55,Male,Under_Diploma,Income_without_Work,Divorced,3,0.02,0.33,0.0,0.44,0.2,0.02,504.9604277585789,439740000.0,2.0,0.5,2.0,Owner,Rural
1399,22317638615,40-50,48,Male,Illiterate,Employed,Married,6,0.08,0.51,0.0,0.0,0.25,0.16,430.9712338459439,544040800.0,3.1,0.5,5.0,Owner,Rural
1399,22314637917,60-70,66,Male,Under_Diploma,Income_without_Work,Married,2,0.07,0.0,0.65,0.0,0.27,0.01,485.9032703947311,494380000.0,1.5,1.0,2.0,Owner,Rural
1399,22314637923,60-70,60,Female,Illiterate,Income_without_Work,Widowed,2,0.08,0.0,0.57,0.0,0.35,0.0,485.9032703947311,458440000.0,1.5,0.0,2.0,Owner,Rural
1399,22310635423,40-50,42,Male,Under_Diploma,Employed,Married,6,0.0,0.84,0.0,0.0,0.0,0.16,357.3813671938741,210480000.0,2.9,1.0,5.0,Other,Rural
1399,22310635426,30-40,33,Male,Diploma,Employed,Married,2,0.0,0.84,0.0,0.0,0.16,0.0,357.3813671938741,319648000.0,1.5,0.0,1.0,Tenant,Rural
1399,22310635429,30-40,31,Male,Under_Diploma,Employed,Married,3,0.07,0.71,0.0,0.0,0.21,0.0,357.3813671938741,543584000.0,1.8,0.5,2.0,Owner,Rural
1399,22314637914,Above 70,84,Female,Under_Diploma,Income_without_Work,Widowed,1,0.02,0.0,0.61,0.0,0.37,0.0,485.9032703947311,682684000.0,1.0,1.0,1.0,Owner,Rural
1399,22314637926,Above 70,80,Female,Illiterate,Housekeeper,Widowed,2,0.21,0.79,0.0,0.0,0.0,0.0,485.9032703947311,533240000.0,1.5,1.0,1.0,Other,Rural
1399,22303633029,40-50,45,Male,Illiterate,Employed,Married,4,0.0,0.66,0.0,0.0,0.34,0.0,747.2701947525132,340710000.0,2.3,0.33,3.0,Owner,Rural
1399,22313636613,30-40,35,Male,Masters_PhD,Employed,Married,3,0.03,0.67,0.0,0.0,0.0,0.3,438.3462607588101,516896000.0,1.8,0.5,2.0,Other,Rural
1399,22301631723,50-60,53,Male,Under_Diploma,Employed,Married,3,0.04,0.7,0.0,0.0,0.26,0.0,341.15747032235555,480700000.0,2.0,0.0,2.0,Owner,Rural
1399,22301631719,30-40,31,Male,Diploma,Income_without_Work,Married,3,1.0,0.0,0.0,0.0,0.0,0.0,341.15747032235555,253920000.0,1.8,0.5,3.0,Other,Rural
1399,22301631726,60-70,65,Female,Illiterate,Housekeeper,Widowed,2,0.38,0.0,0.0,0.0,0.62,0.0,341.15747032235555,195960000.0,1.5,1.0,2.0,Owner,Rural
1399,22303633018,Above 70,72,Male,Under_Diploma,Income_without_Work,Married,5,0.09,0.26,0.37,0.0,0.27,0.0,747.2701947525132,1512023200.0,2.8,1.5,1.5,Owner,Rural
1399,22303633019,40-50,48,Male,Under_Diploma,Employed,Married,6,0.04,0.83,0.0,0.0,0.12,0.0,747.2701947525132,330993600.0,3.1,1.0,2.0,Tenant,Rural
1399,22303633023,40-50,42,Male,Diploma,Employed,Married,3,0.19,0.66,0.0,0.0,0.16,0.0,747.2701947525132,564651600.0,1.8,0.5,0.5,Owner,Rural
1399,22303633026,40-50,44,Male,Under_Diploma,Employed,Married,5,0.07,0.87,0.0,0.0,0.05,0.0,747.2701947525132,397430000.0,2.8,0.25,1.5,Tenant,Rural
1399,22310635414,30-40,31,Male,Under_Diploma,Employed,Married,4,0.06,0.75,0.0,0.0,0.0,0.18,357.3813671938741,513672000.0,2.1,1.0,3.0,Tenant,Rural
1399,22310635417,50-60,50,Male,Under_Diploma,Employed,Married,5,0.07,0.7,0.0,0.0,0.23,0.0,357.3813671938741,644156000.0,2.8,0.25,1.5,Owner,Rural
1399,22310635420,30-40,37,Male,Under_Diploma,Employed,Married,5,0.12,0.52,0.0,0.0,0.24,0.12,357.3813671938741,582228000.0,2.6,0.67,4.0,Owner,Rural
1399,22303633013,50-60,57,Male,Under_Diploma,Employed,Married,3,0.11,0.51,0.0,0.0,0.38,0.0,747.2701947525132,767757200.0,2.0,0.0,0.5,Owner,Rural
1399,22309635017,30-40,32,Male,Diploma,Employed,Married,2,0.02,0.72,0.0,0.0,0.26,0.0,504.9604277585789,226828000.0,1.5,0.0,1.0,Owner,Rural
1399,22301631729,40-50,46,Male,Diploma,Employed,Married,3,0.07,0.62,0.0,0.0,0.31,0.0,341.15747032235555,416220000.0,1.8,0.5,2.0,Owner,Rural
1399,22319639114,Above 70,77,Female,Illiterate,Housekeeper,Widowed,1,0.06,0.0,0.0,0.0,0.94,0.0,355.2659142417203,774060000.0,1.0,1.0,1.0,Owner,Rural
1399,22319639117,30-40,35,Male,Under_Diploma,Employed,Married,4,0.06,0.6,0.0,0.0,0.23,0.11,355.2659142417203,339520000.0,2.1,1.0,3.0,Owner,Rural
1399,22319639120,Above 70,70,Female,Illiterate,Housekeeper,Widowed,1,0.76,0.0,0.0,0.0,0.24,0.0,355.2659142417203,110452000.0,1.0,1.0,1.0,Tenant,Rural
1399,22319639126,30-40,39,Male,Under_Diploma,Employed,Married,5,0.0,0.8,0.0,0.0,0.2,0.0,355.2659142417203,310760000.0,2.4,1.5,4.0,Owner,Rural
1399,22319639124,40-50,47,Male,Under_Diploma,Employed,Married,3,0.07,0.64,0.0,0.0,0.29,0.0,355.2659142417203,281608000.0,1.8,0.5,2.0,Owner,Rural
1399,22319639129,60-70,62,Male,Illiterate,Employed,Married,4,0.02,0.76,0.0,0.0,0.07,0.14,355.2659142417203,1290280000.0,2.5,0.0,0.33,Owner,Rural
1399,22301631715,30-40,33,Male,Diploma,Employed,Married,4,0.12,0.75,0.0,0.0,0.13,0.0,341.15747032235555,247926000.0,2.1,1.0,3.0,Owner,Rural
