Year,ID,Head_Age,Head_Age_,Head_Sex,Head_Education_Level,Head_Activity_Status,Head_Marital_Status,Household_Size,Aid_Income_Share,Labor_Income_Share,Pension_Income_Share,Capital_Income_Share,Imputed_Rent_Share,Other_NonCash_Income_Share,Household_Weight,Net_Expenditure,OECD_Modified,Dependency_Ratio_Age,Dependency_Ratio_Employment,Tenure_Type,Urban_Rural
1400,22312636135,40-50,42,Male,Under_Diploma,Employed,Married,4,0.03,0.7,0.0,0.0,0.26,0.0,396,750820000.0,2.3,0.33,3.0,Owner,Rural
1400,22309634924,50-60,55,Female,Under_Diploma,Housekeeper,Widowed,1,0.44,0.0,0.0,0.0,0.56,0.0,602,357792000.0,1.0,0.0,1.0,Owner,Rural
1400,22314637819,60-70,68,Male,Under_Diploma,Income_without_Work,Married,2,0.05,0.0,0.7,0.0,0.26,0.0,322,699570000.0,1.5,2.0,2.0,Owner,Rural
1400,22314637822,Above 70,85,Male,Illiterate,Income_without_Work,Widowed,3,0.04,0.0,0.7,0.0,0.26,0.0,322,451390000.0,2.0,0.5,3.0,Owner,Rural
1400,22314637825,Above 70,74,Female,Under_Diploma,Income_without_Work,Widowed,1,0.03,0.0,0.74,0.0,0.23,0.0,322,475930000.0,1.0,1.0,1.0,Owner,Rural
1400,22314637829,60-70,68,Male,Under_Diploma,Income_without_Work,Married,3,0.06,0.0,0.69,0.0,0.26,0.0,322,639836000.0,2.0,0.5,3.0,Owner,Rural
1400,22314637832,30-40,38,Male,Under_Diploma,Employed,Married,4,0.19,0.59,0.0,0.0,0.22,0.0,322,748068000.0,2.3,1.0,3.0,Owner,Rural
1400,22314637835,30-40,38,Male,Diploma,Employed,Married,4,0.08,0.68,0.0,0.0,0.24,0.0,322,613004000.0,2.3,0.33,3.0,Owner,Rural
1400,22319639021,20-30,29,Male,Bachelor,Employed,Married,2,0.03,0.71,0.0,0.0,0.1,0.16,423,601768000.0,1.5,0.0,1.0,Owner,Rural
1400,22319639023,30-40,37,Male,Diploma,Employed,Married,3,0.04,0.65,0.0,0.0,0.15,0.16,423,491340000.0,1.8,0.5,2.0,Owner,Rural
1400,22306633723,Above 70,80,Female,Illiterate,Housekeeper,Widowed,1,0.63,0.0,0.0,0.0,0.37,0.0,452,215774000.0,1.0,1.0,1.0,Owner,Rural
1400,22306633732,Above 70,83,Male,Illiterate,Other,Married,2,0.6,0.0,0.0,0.0,0.4,0.0,452,349000000.0,1.5,2.0,2.0,Owner,Rural
1400,22306633735,Above 70,73,Male,Under_Diploma,Income_without_Work,Married,2,0.05,0.0,0.75,0.0,0.2,0.0,452,356080000.0,1.5,2.0,2.0,Owner,Rural
1400,22303632532,20-30,24,Male,Under_Diploma,Employed,Married,4,0.1,0.88,0.0,0.0,0.02,0.0,742,431502000.0,2.1,1.0,3.0,Tenant,Rural
1400,22303632535,30-40,34,Male,Under_Diploma,Employed,Married,4,0.0,0.77,0.0,0.0,0.23,0.0,742,375980000.0,2.1,1.0,3.0,Owner,Rural
1400,22303632530,40-50,41,Male,Under_Diploma,Employed,Married,6,0.0,0.91,0.0,0.0,0.09,0.0,742,344580000.0,2.7,2.0,5.0,Tenant,Rural
1400,22306633721,20-30,28,Male,Under_Diploma,Employed,Married,4,0.0,0.83,0.0,0.0,0.17,0.0,452,337700000.0,2.1,1.0,3.0,Owner,Rural
1400,22306633726,60-70,67,Male,Under_Diploma,Employed,Widowed,1,0.04,0.69,0.0,0.0,0.27,0.0,452,285098000.0,1.0,1.0,0.0,Owner,Rural
1400,22306633729,20-30,29,Male,Under_Diploma,Employed,Married,4,0.0,0.73,0.0,0.0,0.27,0.0,452,419380000.0,2.1,1.0,3.0,Owner,Rural
1400,22317638620,40-50,48,Male,Under_Diploma,Employed,Married,5,0.04,0.73,0.0,0.0,0.13,0.1,428,708260000.0,2.8,0.25,1.5,Owner,Rural
1400,22317638624,40-50,40,Male,Diploma,Employed,Married,4,0.06,0.68,0.0,0.0,0.26,0.0,428,565178000.0,2.1,1.0,3.0,Owner,Rural
1400,22317638626,40-50,42,Male,Under_Diploma,Employed,Married,5,0.07,0.69,0.0,0.0,0.25,0.0,428,635520000.0,2.6,0.67,4.0,Owner,Rural
1400,22317638628,50-60,58,Male,Under_Diploma,Employed,Married,6,0.03,0.81,0.0,0.0,0.16,0.0,428,746590000.0,3.5,0.0,1.0,Owner,Rural
1400,22317638635,50-60,50,Male,Under_Diploma,Employed,Married,3,0.05,0.73,0.0,0.0,0.22,0.0,428,493980000.0,2.0,0.0,0.5,Owner,Rural
1400,22317638632,40-50,44,Male,Illiterate,Employed,Married,6,0.0,0.95,0.0,0.0,0.05,0.0,428,306840000.0,3.3,0.5,5.0,Owner,Rural
1400,22312636519,40-50,48,Male,Under_Diploma,Employed,Divorced,2,0.06,0.62,0.0,0.0,0.31,0.0,475,432938000.0,1.5,0.0,1.0,Owner,Rural
1400,22312636526,Above 70,82,Male,Illiterate,Other,Married,3,0.38,0.0,0.0,0.0,0.62,0.0,475,266340000.0,2.0,0.5,3.0,Owner,Rural
1400,22312636528,30-40,35,Male,Bachelor,Employed,Married,2,0.2,0.79,0.0,0.0,0.01,0.0,475,407916000.0,1.5,0.0,1.0,Owner,Rural
1400,22312636532,40-50,47,Male,Under_Diploma,Employed,Married,5,0.08,0.7,0.0,0.0,0.23,0.0,475,778646000.0,2.6,0.67,1.5,Owner,Rural
1400,22312636535,50-60,58,Male,Under_Diploma,Income_without_Work,Married,2,0.05,0.0,0.71,0.0,0.24,0.0,475,376656000.0,1.5,0.0,2.0,Owner,Rural
1400,22303633323,30-40,30,Male,Under_Diploma,Employed,Married,3,0.05,0.6,0.0,0.0,0.36,0.0,742,1279175200.0,1.8,0.5,2.0,Owner,Rural
1400,22303633327,30-40,33,Male,Under_Diploma,Employed,Married,3,0.0,0.68,0.0,0.0,0.32,0.0,742,467097600.0,1.8,0.5,2.0,Owner,Rural
1400,22303633320,40-50,45,Male,Under_Diploma,Employed,Married,6,0.0,0.66,0.0,0.0,0.34,0.0,742,766008000.0,3.1,1.0,2.0,Owner,Rural
1400,22303633332,30-40,36,Male,Under_Diploma,Employed,Married,3,0.03,0.61,0.0,0.0,0.25,0.1,742,623982000.0,1.8,0.5,2.0,Owner,Rural
1400,22303633329,30-40,36,Male,Under_Diploma,Employed,Married,3,0.05,0.58,0.0,0.0,0.29,0.08,742,1223473200.0,1.8,0.5,2.0,Owner,Rural
1400,22303633335,20-30,26,Male,Masters_PhD,Employed,Married,2,0.04,0.61,0.0,0.0,0.35,0.0,742,459303600.0,1.5,0.0,1.0,Owner,Rural
1400,22313637321,40-50,40,Male,Under_Diploma,Employed,Married,5,0.0,0.71,0.0,0.0,0.29,0.0,580,777032000.0,2.8,0.25,0.67,Owner,Rural
1400,22313637335,60-70,69,Male,Diploma,Employed,Married,2,0.04,0.18,0.41,0.0,0.37,0.0,580,1312076800.0,1.5,1.0,1.0,Owner,Rural
1400,22313637332,50-60,56,Male,Illiterate,Employed,Married,5,0.0,0.92,0.0,0.0,0.08,0.0,580,644944000.0,3.0,0.25,1.5,Owner,Rural
1400,22309634529,40-50,43,Male,Under_Diploma,Employed,Married,3,0.49,0.51,0.0,0.0,0.0,0.0,1504,902436000.0,1.8,0.5,2.0,Other,Rural
1400,22309634535,50-60,52,Male,Masters_PhD,Employed,Married,3,0.46,0.54,0.0,0.0,0.0,0.0,1504,1552138000.0,2.0,0.0,2.0,Other,Rural
1400,22301631632,50-60,54,Male,Under_Diploma,Employed,Married,4,0.05,0.92,0.0,0.0,0.03,0.0,339,375754000.0,2.5,0.0,3.0,Owner,Rural
1400,22301631635,40-50,45,Male,Under_Diploma,Employed,Married,6,0.08,0.74,0.0,0.0,0.18,0.0,339,491450000.0,3.1,0.5,2.0,Owner,Rural
1400,22302632023,60-70,62,Male,Diploma,Employed,Married,4,0.02,0.82,0.0,0.0,0.16,0.0,404,540032000.0,2.5,0.0,1.0,Owner,Rural
1400,22302632027,30-40,34,Male,Under_Diploma,Employed,Married,4,0.0,0.91,0.0,0.0,0.09,0.0,404,314345000.0,2.1,1.0,3.0,Tenant,Rural
1400,22302632035,30-40,38,Male,Bachelor,Employed,Married,4,0.0,0.86,0.0,0.0,0.14,0.0,404,579296000.0,2.1,1.0,3.0,Owner,Rural
1400,22303632521,40-50,45,Male,Under_Diploma,Employed,Married,5,0.09,0.73,0.0,0.0,0.18,0.0,742,393735000.0,2.8,0.67,4.0,Owner,Rural
1400,22303632524,60-70,65,Female,Illiterate,Employed,Widowed,1,0.04,0.34,0.43,0.0,0.19,0.0,742,216060000.0,1.0,1.0,0.0,Owner,Rural
1400,22303632525,60-70,67,Female,Illiterate,Income_without_Work,Widowed,1,0.05,0.0,0.74,0.0,0.21,0.0,742,275780000.0,1.0,1.0,1.0,Owner,Rural
1400,22309634920,30-40,39,Male,Under_Diploma,Employed,Married,4,0.04,0.53,0.0,0.0,0.31,0.12,602,643810000.0,2.3,0.33,3.0,Owner,Rural
1400,22316635323,50-60,52,Male,Illiterate,Employed,Married,7,0.0,0.72,0.0,0.0,0.0,0.28,501,442556000.0,3.2,1.33,6.0,Other,Rural
1400,22316635320,20-30,22,Male,Under_Diploma,Employed,Married,2,0.17,0.83,0.0,0.0,0.0,0.0,501,277784000.0,1.5,0.0,1.0,Other,Rural
1400,22316635326,50-60,59,Male,Under_Diploma,Employed,Married,2,0.03,0.85,0.0,0.0,0.13,0.0,501,664018000.0,1.5,0.0,1.0,Owner,Rural
1400,22301631620,40-50,43,Male,Under_Diploma,Employed,Married,4,0.04,0.81,0.0,0.0,0.15,0.0,339,760120000.0,2.3,0.33,3.0,Owner,Rural
1400,22301631623,30-40,39,Male,Under_Diploma,Employed,Married,3,0.08,0.77,0.0,0.0,0.15,0.0,339,397780000.0,1.8,0.5,2.0,Tenant,Rural
1400,22301631626,20-30,27,Male,Diploma,Employed,Married,2,0.02,0.81,0.0,0.0,0.17,0.0,339,429940000.0,1.5,0.0,1.0,Owner,Rural
1400,22301631629,40-50,47,Male,Under_Diploma,Employed,Married,4,0.09,0.58,0.0,0.0,0.32,0.0,339,595682000.0,2.3,0.33,3.0,Owner,Rural
1400,22316635329,50-60,52,Female,Under_Diploma,Housekeeper,Widowed,3,0.01,0.83,0.0,0.0,0.16,0.0,501,655018000.0,2.0,0.0,0.5,Owner,Rural
1400,22316635332,50-60,55,Female,Under_Diploma,Housekeeper,Widowed,2,0.43,0.0,0.0,0.0,0.57,0.0,501,238956000.0,1.5,0.0,2.0,Owner,Rural
1400,22316635335,60-70,60,Male,Illiterate,Income_without_Work,Married,4,0.05,0.78,0.0,0.0,0.17,0.0,501,731580000.0,2.5,0.0,1.0,Owner,Rural
1400,22317638229,50-60,50,Male,Under_Diploma,Employed,Married,4,0.09,0.7,0.0,0.0,0.21,0.0,428,418630000.0,2.3,0.33,3.0,Owner,Rural
1400,22319639026,50-60,52,Female,Under_Diploma,Income_without_Work,Widowed,2,0.04,0.0,0.7,0.0,0.26,0.0,423,356558000.0,1.3,1.0,2.0,Owner,Rural
1400,22321639420,Above 70,72,Male,Under_Diploma,Income_without_Work,Married,2,0.1,0.0,0.54,0.0,0.36,0.0,350,336610000.0,1.5,2.0,2.0,Owner,Rural
1400,22321639422,40-50,47,Female,Under_Diploma,Income_without_Work,Widowed,3,0.1,0.0,0.62,0.0,0.29,0.0,350,408272000.0,1.8,0.5,3.0,Owner,Rural
1400,22321639426,40-50,41,Male,Under_Diploma,Unemployed,Married,4,0.07,0.61,0.0,0.0,0.19,0.13,350,537940000.0,2.1,1.0,4.0,Owner,Rural
1400,22321639429,40-50,46,Male,Illiterate,Employed,Married,4,0.04,0.81,0.0,0.0,0.15,0.0,350,341892000.0,2.5,0.0,1.0,Owner,Rural
1400,22321639432,50-60,59,Male,Illiterate,Other,Married,4,0.0,0.85,0.0,0.0,0.15,0.0,350,296860000.0,2.5,0.0,3.0,Owner,Rural
1400,22319639029,30-40,30,Male,Under_Diploma,Employed,Married,4,0.05,0.76,0.0,0.0,0.19,0.0,423,524899000.0,2.1,1.0,3.0,Owner,Rural
1400,22321639435,40-50,42,Male,Under_Diploma,Employed,Married,5,0.08,0.61,0.0,0.0,0.18,0.13,350,587425000.0,2.4,1.5,4.0,Owner,Rural
1400,22301631320,40-50,41,Male,Under_Diploma,Employed,Married,4,0.04,0.24,0.0,0.6,0.11,0.01,339,494302000.0,2.1,1.0,3.0,Owner,Rural
1400,22310635419,30-40,38,Male,Under_Diploma,Employed,Married,5,0.12,0.67,0.0,0.17,0.04,0.0,426,839130000.0,2.6,0.67,4.0,Owner,Rural
1400,22310635422,40-50,43,Male,Under_Diploma,Employed,Married,6,0.0,0.78,0.0,0.0,0.22,0.0,426,440280000.0,3.1,0.5,5.0,Owner,Rural
1400,22310635429,40-50,47,Female,Under_Diploma,Employed,Married,3,0.02,0.69,0.0,0.0,0.29,0.0,426,1142310000.0,2.0,0.0,0.5,Owner,Rural
1400,22310635432,40-50,49,Male,Under_Diploma,Employed,Married,3,0.02,0.38,0.0,0.0,0.51,0.09,426,1229960000.0,2.0,0.0,2.0,Owner,Rural
1400,22303633019,40-50,40,Male,Illiterate,Employed,Married,4,0.0,0.87,0.0,0.0,0.13,0.0,742,233821200.0,2.1,1.0,3.0,Tenant,Rural
1400,22303633023,Above 70,72,Male,Under_Diploma,Income_without_Work,Married,2,0.03,0.0,0.56,0.0,0.4,0.0,742,904680960.0,1.5,1.0,2.0,Owner,Rural
1400,22303633026,40-50,45,Male,Under_Diploma,Employed,Married,5,0.08,0.87,0.0,0.0,0.05,0.0,742,1294668800.0,2.8,0.25,1.5,Tenant,Rural
1400,22303633028,40-50,45,Male,Illiterate,Employed,Married,4,0.0,0.74,0.0,0.0,0.26,0.0,742,670098000.0,2.5,0.33,3.0,Owner,Rural
1400,22303633032,60-70,68,Female,Illiterate,Housekeeper,Widowed,3,0.31,0.44,0.0,0.0,0.25,0.0,742,578986600.0,2.0,0.5,2.0,Owner,Rural
1400,22303633035,30-40,34,Male,Under_Diploma,Employed,Married,3,0.0,0.8,0.0,0.0,0.2,0.0,742,463620000.0,1.8,0.5,2.0,Tenant,Rural
1400,22310635435,30-40,39,Male,Bachelor,Employed,Married,2,0.02,0.66,0.0,0.0,0.32,0.0,426,1128000000.0,1.5,0.0,0.0,Owner,Rural
1400,22319639119,Above 70,70,Male,Illiterate,Other,Married,6,0.13,0.51,0.0,0.0,0.34,0.02,353,533320000.0,3.5,0.2,2.0,Owner,Rural
1400,22319639122,20-30,21,Male,Under_Diploma,Employed,Married,2,0.3,0.56,0.0,0.0,0.14,0.0,353,639064000.0,1.5,0.0,1.0,Owner,Rural
1400,22319639125,40-50,43,Male,Under_Diploma,Employed,Married,4,0.03,0.63,0.0,0.0,0.22,0.13,353,580540000.0,2.5,0.33,3.0,Owner,Rural
1400,22319639130,60-70,63,Male,Illiterate,Employed,Married,4,0.01,0.56,0.23,0.0,0.1,0.1,353,1117740000.0,2.5,0.0,0.33,Owner,Rural
1400,22319639132,30-40,34,Male,Diploma,Employed,Married,4,0.06,0.58,0.0,0.0,0.24,0.13,353,510980000.0,2.1,1.0,3.0,Owner,Rural
1400,22319639135,50-60,53,Male,Under_Diploma,Employed,Married,5,0.16,0.56,0.0,0.0,0.28,0.0,353,801074000.0,3.0,0.0,4.0,Owner,Rural
1400,22306634226,Above 70,72,Female,Under_Diploma,Income_without_Work,Widowed,2,0.04,0.35,0.43,0.0,0.18,0.0,452,417092000.0,1.5,1.0,1.0,Owner,Rural
1400,22306634223,30-40,36,Male,Diploma,Employed,Married,4,0.06,0.67,0.0,0.0,0.13,0.15,452,608792000.0,2.1,1.0,3.0,Owner,Rural
1400,22306634220,60-70,64,Male,Illiterate,Income_without_Work,Divorced,2,0.04,0.0,0.9,0.0,0.06,0.0,452,437600000.0,1.5,0.0,2.0,Tenant,Rural
1400,22306634229,50-60,54,Male,Under_Diploma,Employed,Married,3,0.05,0.66,0.0,0.0,0.15,0.15,452,557759000.0,2.0,0.0,2.0,Owner,Rural
1400,22306634232,Above 70,75,Male,Under_Diploma,Income_without_Work,Married,3,0.03,0.34,0.38,0.0,0.25,0.0,452,654800000.0,2.0,0.5,2.0,Owner,Rural
1400,22306634235,30-40,30,Male,Illiterate,Employed,Married,4,0.09,0.65,0.0,0.0,0.27,0.0,452,447136000.0,2.1,1.0,3.0,Owner,Rural
1400,22312636222,40-50,44,Male,Under_Diploma,Employed,Married,5,0.05,0.52,0.0,0.0,0.31,0.12,396,767446000.0,2.6,0.67,4.0,Owner,Rural
1400,22317638326,60-70,65,Female,Illiterate,Income_without_Work,Widowed,1,0.01,0.0,0.57,0.0,0.42,0.0,428,774880000.0,1.0,1.0,1.0,Owner,Rural
1400,22317638332,40-50,48,Male,Under_Diploma,Employed,Married,3,0.03,0.6,0.0,0.0,0.37,0.0,428,510348000.0,2.0,0.0,0.5,Owner,Rural
1400,22317638335,20-30,26,Male,Illiterate,Employed,Married,4,0.0,0.87,0.0,0.0,0.13,0.0,428,334040000.0,2.1,1.0,3.0,Tenant,Rural
1400,22313637035,40-50,45,Male,Diploma,Employed,Married,5,0.0,0.69,0.0,0.0,0.31,0.0,580,1351602000.0,2.6,0.67,4.0,Owner,Rural
1400,22301631326,60-70,68,Male,Under_Diploma,Income_without_Work,Married,6,0.03,0.5,0.0,0.4,0.07,0.0,339,1101118000.0,3.5,0.2,2.0,Owner,Rural
1400,22313637029,30-40,38,Male,Illiterate,Employed,Married,5,0.0,0.89,0.0,0.0,0.11,0.0,580,456797200.0,2.4,1.5,4.0,Owner,Rural
1400,22313637032,40-50,44,Male,Diploma,Employed,Married,6,0.05,0.5,0.23,0.0,0.21,0.0,580,1038096400.0,2.9,2.0,5.0,Owner,Rural
1400,22301631323,50-60,54,Male,Under_Diploma,Income_without_Work,Married,4,0.04,0.0,0.0,0.79,0.16,0.01,339,451676000.0,2.5,0.0,4.0,Owner,Rural
1400,22310635829,Above 70,70,Male,Illiterate,Income_without_Work,Married,2,0.02,0.0,0.45,0.0,0.54,0.0,355,861564000.0,1.5,1.0,2.0,Owner,Rural
1400,22310635832,20-30,25,Male,Under_Diploma,Employed,Married,3,0.0,0.07,0.0,0.0,0.93,0.0,355,1006120000.0,1.8,0.5,2.0,Owner,Rural
1400,22312636220,40-50,49,Male,Illiterate,Employed,Married,2,0.03,0.71,0.0,0.0,0.27,0.0,396,396080000.0,1.5,0.0,1.0,Owner,Rural
1400,22312636226,50-60,58,Male,Under_Diploma,Employed,Married,5,0.03,0.6,0.11,0.0,0.26,0.0,396,662900000.0,3.0,0.0,1.5,Owner,Rural
1400,22312636229,50-60,55,Male,Under_Diploma,Employed,Married,3,0.03,0.62,0.0,0.0,0.35,0.0,396,487884000.0,2.0,0.5,2.0,Owner,Rural
1400,22312636232,60-70,65,Male,Illiterate,Income_without_Work,Married,3,0.04,0.0,0.57,0.0,0.39,0.0,396,575220000.0,2.0,2.0,3.0,Owner,Rural
1400,22312636235,20-30,24,Male,Bachelor,Employed,Married,2,0.1,0.55,0.0,0.0,0.35,0.0,396,708940000.0,1.5,0.0,1.0,Owner,Rural
1400,22310635835,30-40,37,Male,Diploma,Employed,Married,4,0.0,0.54,0.0,0.0,0.33,0.13,355,1406606000.0,2.1,1.0,3.0,Owner,Rural
1400,22319638721,20-30,28,Male,Illiterate,Employed,Married,4,0.0,0.9,0.0,0.0,0.1,0.0,353,323350000.0,2.1,1.0,3.0,Owner,Rural
1400,22319638724,40-50,44,Male,Under_Diploma,Employed,Married,5,0.05,0.76,0.0,0.0,0.07,0.12,353,752426000.0,2.6,0.67,1.5,Tenant,Rural
1400,22319638726,Above 70,78,Male,Illiterate,Other,Widowed,4,0.0,0.82,0.0,0.0,0.18,0.0,353,349806000.0,2.3,1.0,3.0,Owner,Rural
